name,manaCost,cmc,colors,colorIdentity,type,types,subtypes,rarity,set,setName,text,artist,number,power,toughness,layout,multiverseid,imageUrl,printings,originalText,originalType,id
Novellamental,{1}{U},2,Blue,U,Creature — Elemental,Creature,Elemental,Common,UST,Unstable,"Flying
Novellamental can block only creatures with flying.",Tom Babbey,41,2,1,normal,439624,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=439624&type=card,UST,"Flying
Novellamental can block only creatures with flying.",Creature — Elemental,fd57e4f7b0686a54fc467ee1653a7aeb55d0c169
Numbing Jellyfish,{3}{U},4,Blue,U,Host Creature — Jellyfish,Host,Jellyfish,Common,UST,Unstable,"When this creature enters the battlefield, roll a six-sided die. Target player puts the top X cards of his or her library into his or her graveyard, where X is the result.",Matt Dixon,42,2,3,normal,439431,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=439431&type=card,UST,"When this creature enters the battlefield, roll a six-sided die. Target player puts the top X cards of his or her library into his or her graveyard, where X is the result.",Host Creature — Jellyfish,ae42424f75b1853df27a021b7df62bcd98179c59
S.N.E.A.K. Dispatcher,{1}{U},2,Blue,U,Creature — Human Spy,Creature,Human,Uncommon,UST,Unstable,"{2}{U}, {T}: Look at the top card of target player's library. If it has an Agents of S.N.E.A.K. watermark, you may reveal it and put it into your hand. Otherwise, put it on the top or bottom of its owner's library.",John Thacker,43,2,1,normal,439432,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=439432&type=card,UST,"{2}{U}, {T}: Look at the top card of target player's library. If it has an Agents of S.N.E.A.K. watermark, you may reveal it and put it into your hand. Otherwise, put it on the top or bottom of its owner's library.",Creature — Human Spy,dca79c909323bb9ff4929c211130fc3db2922931
Socketed Sprocketer,{U},1,Blue,U,Artifact Creature — Cyborg Knight,Artifact,Cyborg,Uncommon,UST,Unstable,"{T}: Uninstall all results from Socketed Sprocketer, then roll a six-sided die. Install the result on Socketed Sprocketer. (Put the die on this card.)
You may uninstall a result from Socketed Sprocketer to use it for a die you rolled.
Uninstall a 6 from Socketed Sprocketer: Draw a card.",David Sladek,44,1,1,normal,439433,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=439433&type=card,UST,"{T}: Uninstall all results from Socketed Sprocketer, then roll a six-sided die. Install the result on Socketed Sprocketer. (Put the die on this card.)
You may uninstall a result from Socketed Sprocketer to use it for a die you rolled.
Uninstall a 6 from Socketed Sprocketer: Draw a card.",Artifact Creature — Cyborg Knight,93edc2a01930a06bac3d9e4fc2e3232f7507347a
Spell Suck,{2}{U}{U},4,Blue,U,Instant,Instant,,Common,UST,Unstable,"Counter target spell, then assemble a Contraption. (Put the top card of your Contraption deck face up onto one of your sprockets.)",Michael Phillippi,45,,,normal,439434,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=439434&type=card,UST,"Counter target spell, then assemble a Contraption. (Put the top card of your Contraption deck face up onto one of your sprockets.)",Instant,4a8b04db77c1cfb235eb6d992edd19628454a08b
Spy Eye,{2}{U}{U},4,Blue,U,Creature — Eye Spy,Creature,Eye,Uncommon,UST,Unstable,"Flying
Whenever Spy Eye deals combat damage to a player, you may draw a card from that player's library.",Ben Wootten,46,1,3,normal,439435,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=439435&type=card,UST,"Flying
Whenever Spy Eye deals combat damage to a player, you may draw a card from that player's library.",Creature — Eye Spy,5a8a17c3599dbd3a6cc64c99154abf3abc49a1c3
Suspicious Nanny,{4}{U},5,Blue,U,Creature — Human Spy Rigger,Creature,Human,Uncommon,UST,Unstable,"Whenever Suspicious Nanny deals combat damage to a player, it reassembles target Contraption that player controls. (Gain control of it and move it onto one of your sprockets.)",Chris Seaman,47,3,4,normal,439436,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=439436&type=card,UST,"Whenever Suspicious Nanny deals combat damage to a player, it reassembles target Contraption that player controls. (Gain control of it and move it onto one of your sprockets.)",Creature — Human Spy Rigger,b96f70749bc098a8e4132af5732120002215a80c
Time Out,{4}{U},5,Blue,U,Instant,Instant,,Common,UST,Unstable,"Roll a six-sided die. Put target nonland permanent into its owner's library just beneath the top X cards of that library, where X is the result.",Dave Allsop,48,,,normal,439437,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=439437&type=card,UST,"Roll a six-sided die. Put target nonland permanent into its owner's library just beneath the top X cards of that library, where X is the result.",Instant,b45940bf6979a251c6ec5426ad4d482718ed507a
Very Cryptic Command (b),{1}{U}{U}{U},4,Blue,U,Instant,Instant,,Rare,UST,Unstable,"Choose two —
• Untap two target permanents.
• Tap each permanent target player controls with exactly one word in its name.
• Discard all the cards in your hand, then draw that many cards.
• Return target instant or sorcery card from your graveyard to your hand.",Zoltan Boros,49,,,normal,439438,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=439438&type=card,UST,"Choose two —
• Untap two target permanents.
• Tap each permanent target player controls with exactly one word in its name.
• Discard all the cards in your hand, then draw that many cards.
• Return target instant or sorcery card from your graveyard to your hand.",Instant,ce867f89c4eea389f92eaf29f3e5eca60db255b8
Very Cryptic Command (a),{1}{U}{U}{U},4,Blue,U,Instant,Instant,,Rare,UST,Unstable,"Choose two —
• Switch target creature's power and toughness until end of turn.
• Target creature can't be blocked this turn.
• Draw a card. If that card's art is by Wayne England, you may reveal it and draw another card.
• Assemble a Contraption.",Wayne England,49,,,normal,439645,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=439645&type=card,UST,"Choose two —
• Switch target creature's power and toughness until end of turn.
• Target creature can't be blocked this turn.
• Draw a card. If that card's art is by Wayne England, you may reveal it and draw another card.
• Assemble a Contraption.",Instant,80357df8d37077125aa2f76602ee2359e5fd9529
Very Cryptic Command (c),{1}{U}{U}{U},4,Blue,U,Instant,Instant,,Rare,UST,Unstable,"Choose two —
• Draw a card from an opponent's library.
• Copy target instant or sorcery spell. You may choose new targets for the copy.
• Until end of turn, target creature loses all abilities and becomes a blue Frog with base power and toughness 1/1.
• Create a 1/1 colorless Gnome artifact creature token.",Zoltan Boros,49,,,normal,439646,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=439646&type=card,UST,"Choose two —
• Draw a card from an opponent's library.
• Copy target instant or sorcery spell. You may choose new targets for the copy.
• Until end of turn, target creature loses all abilities and becomes a blue Frog with base power and toughness 1/1.
• Create a 1/1 colorless Gnome artifact creature token.",Instant,3b56e0e2b16c17133f28e9e1539b5fc1d66d4f14
Very Cryptic Command (d),{1}{U}{U}{U},4,Blue,U,Instant,Instant,,Rare,UST,Unstable,"Choose two —
• Return target permanent to its controller's hand.
• Draw two cards, then discard a card.
• Change the target of target spell with a single target.
• Turn over target nontoken creature.",Zoltan Boros,49,,,normal,439647,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=439647&type=card,UST,"Choose two —
• Return target permanent to its controller's hand.
• Draw two cards, then discard a card.
• Change the target of target spell with a single target.
• Turn over target nontoken creature.",Instant,7e70b405a3d9393de09084182ccf6d4dbb06610f
Very Cryptic Command (e),{1}{U}{U}{U},4,Blue,U,Instant,Instant,,Rare,UST,Unstable,"Choose two —
• Counter target black-bordered spell.
• Return target creature to its owner's hand.
• Untap each permanent you control with a watermark.
• Roll two six-sided dice. Target player puts the top X cards of his or her library into his or her graveyard, where X is the total of those results.",Zoltan Boros,49,,,normal,439648,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=439648&type=card,UST,"Choose two —
• Counter target black-bordered spell.
• Return target creature to its owner's hand.
• Untap each permanent you control with a watermark.
• Roll two six-sided dice. Target player puts the top X cards of his or her library into his or her graveyard, where X is the total of those results.",Instant,f5801b2c2f2605d4226c929f9960a1365dad4f1b
Very Cryptic Command (f),{1}{U}{U}{U},4,Blue,U,Instant,Instant,,Rare,UST,Unstable,"Choose two —
• Scry 3.
• Create a 2/2 black Rogue creature token with menace.
• Add or subtract 1 or one from a number or number word on target spell or permanent until end of turn.
• Return all artifacts target player controls to their owner's hand.",Zoltan Boros,49,,,normal,439649,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=439649&type=card,UST,"Choose two —
• Scry 3.
• Create a 2/2 black Rogue creature token with menace.
• Add or subtract 1 or one from a number or number word on target spell or permanent until end of turn.
• Return all artifacts target player controls to their owner's hand.",Instant,f2a48daf1170b98aa25f5964a03d3a70cd074edc
Wall of Fortune,{1}{U},2,Blue,U,Artifact Creature — Wall,Artifact,Wall,Common,UST,Unstable,"Defender
You may tap an untapped Wall you control to have any player reroll a die that player rolled.",Tom Babbey,50,0,4,normal,439439,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=439439&type=card,UST,"Defender
You may tap an untapped Wall you control to have any player reroll a die that player rolled.",Artifact Creature — Wall,0819e11a0fd314bd882f9900514d4d28334557f8
Big Boa Constrictor,{3}{B},4,Black,B,Host Creature — Snake,Host,Snake,Common,UST,Unstable,"When this creature enters the battlefield, roll a six-sided die. Target opponent loses life equal to the result.",Kari Christensen,51,1,2,normal,439440,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=439440&type=card,UST,"When this creature enters the battlefield, roll a six-sided die. Target opponent loses life equal to the result.",Host Creature — Snake,1664fb6d213c082d59b6c990a2b42bcc2e5f9ca7
capital offense,{2}{B}{B},4,Black,B,instant,Instant,,Common,UST,Unstable,"target creature gets -x/-x until end of turn, where x is the number of times a capital letter appears in its rules text. (ignore reminder text and flavor text.)",Matt Dixon,52,,,normal,439441,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=439441&type=card,UST,"target creature gets -x/-x until end of turn, where x is the number of times a capital letter appears in its rules text. (ignore reminder text and flavor text.)",instant,4b2880fb6417bec52544b038760c55b9a56c5d02
Dirty Rat,{1}{B},2,Black,B,Host Creature — Rat,Host,Rat,Common,UST,Unstable,"When this creature enters the battlefield, target opponent discards a card.",Kari Christensen,53,1,1,normal,439442,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=439442&type=card,UST,"When this creature enters the battlefield, target opponent discards a card.",Host Creature — Rat,ff325490c01309d08c50ca9a2e9ddc4445624460
Extremely Slow Zombie,{1}{B},2,Black,B,Creature — Zombie,Creature,Zombie,Common,UST,Unstable,Last strike (This creature deals combat damage after creatures without last strike.),Emrah Elmasli,54,3,3,normal,439443,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=439443&type=card,UST,Last strike (This creature deals combat damage after creatures without last strike.),Creature — Zombie,c4217f94987a430c6dca0b1b0721ddcf4d5a3d0c
Extremely Slow Zombie,{1}{B},2,Black,B,Creature — Zombie,Creature,Zombie,Common,UST,Unstable,Last strike (This creature deals combat damage after creatures without last strike.),Emrah Elmasli,54,3,3,normal,439616,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=439616&type=card,UST,Last strike (This creature deals combat damage after creatures without last strike.),Creature — Zombie,52507923aa50149f368521bd3e65e2fd46ca317f
Extremely Slow Zombie,{1}{B},2,Black,B,Creature — Zombie,Creature,Zombie,Common,UST,Unstable,Last strike (This creature deals combat damage after creatures without last strike.),Emrah Elmasli,54,3,3,normal,439617,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=439617&type=card,UST,Last strike (This creature deals combat damage after creatures without last strike.),Creature — Zombie,e1c139adc3b4a403ed0b7186c2215fa9b19d3a62
Extremely Slow Zombie,{1}{B},2,Black,B,Creature — Zombie,Creature,Zombie,Common,UST,Unstable,Last strike (This creature deals combat damage after creatures without last strike.),Emrah Elmasli,54,3,3,normal,439618,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=439618&type=card,UST,Last strike (This creature deals combat damage after creatures without last strike.),Creature — Zombie,f7f8d1ab2a404af96c2ad38be3b8a2c4626cbeb3
"Finders, Keepers",{5}{B},6,Black,B,Sorcery,Sorcery,,Common,UST,Unstable,"Destroy target creature, then assemble a Contraption. (Put the top card of your Contraption deck face up onto one of your sprockets.)",Mark Behm,55,,,normal,439444,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=439444&type=card,UST,"Destroy target creature, then assemble a Contraption. (Put the top card of your Contraption deck face up onto one of your sprockets.)",Sorcery,c5e0986ab99abbcb98e59fb7396c495be54ec19a
Hangman,{B},1,Black,B,Creature — Human Villain,Creature,Human,Rare,UST,Unstable,"As Hangman enters the battlefield, secretly note a word with six to eight letters.
{1}: Target player who doesn't control Hangman guesses the noted word or an unguessed letter in that word. If he or she guesses wrong, put a +1/+1 counter on Hangman. Any player may activate this ability.
When a player guesses the noted word or all of its letters, sacrifice Hangman.",Alex Konstad,56,1,1,normal,439445,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=439445&type=card,UST,"As Hangman enters the battlefield, secretly note a word with six to eight letters.
{1}: Target player who doesn't control Hangman guesses the noted word or an unguessed letter in that word. If he or she guesses wrong, put a +1/+1 counter on Hangman. Any player may activate this ability.
When a player guesses the noted word or all of its letters, sacrifice Hangman.",Creature — Human Villain,63672eda54f6e1a4d86b6a4907f834e686427dee
